"symbol","date","open","high","low","close","volume","adjusted"
"ETH-USD",2017-11-09,308.644989013672,329.451995849609,307.055999755859,320.884002685547,893249984,320.884002685547
"ETH-USD",2017-11-10,320.670989990234,324.717987060547,294.5419921875,299.252990722656,885985984,299.252990722656
"ETH-USD",2017-11-11,298.585998535156,319.453002929688,298.191986083984,314.680999755859,842300992,314.680999755859
"ETH-USD",2017-11-12,314.690002441406,319.153015136719,298.513000488281,307.907989501953,1613479936,307.907989501953
"ETH-USD",2017-11-13,307.024993896484,328.415008544922,307.024993896484,316.716003417969,1041889984,316.716003417969
"ETH-USD",2017-11-14,316.763000488281,340.177001953125,316.763000488281,337.631011962891,1069680000,337.631011962891
"ETH-USD",2017-11-15,337.963989257812,340.911987304688,329.81298828125,333.356994628906,722665984,333.356994628906
"ETH-USD",2017-11-16,333.442993164062,336.158996582031,323.605987548828,330.924011230469,797254016,330.924011230469
"ETH-USD",2017-11-17,330.1669921875,334.963989257812,327.523010253906,332.394012451172,621732992,332.394012451172
"ETH-USD",2017-11-18,331.980010986328,349.615997314453,327.68701171875,347.611999511719,649638976,347.611999511719
"ETH-USD",2017-11-19,347.401000976562,371.290985107422,344.739990234375,354.385986328125,1181529984,354.385986328125
"ETH-USD",2017-11-20,354.093994140625,372.136993408203,353.289001464844,366.730010986328,807027008,366.730010986328
"ETH-USD",2017-11-21,367.442993164062,372.470001220703,350.692993164062,360.401000976562,949912000,360.401000976562
"ETH-USD",2017-11-22,360.31201171875,381.420013427734,360.147003173828,380.652008056641,800819008,380.652008056641
"ETH-USD",2017-11-23,381.438995361328,425.548004150391,376.088012695312,410.165985107422,1845680000,410.165985107422
"ETH-USD",2017-11-24,412.501007080078,480.972991943359,402.757995605469,474.911010742188,2292829952,474.911010742188
"ETH-USD",2017-11-25,475.675994873047,485.191986083984,461.053009033203,466.276000976562,1422080000,466.276000976562
"ETH-USD",2017-11-26,465.973999023438,472.722991943359,451.605987548828,471.329986572266,1197779968,471.329986572266
"ETH-USD",2017-11-27,471.531005859375,493.404998779297,468.484985351562,480.355010986328,1396480000,480.355010986328
"ETH-USD",2017-11-28,480.518005371094,482.480010986328,466.346984863281,472.902008056641,1346499968,472.902008056641
"ETH-USD",2017-11-29,473.281005859375,522.307006835938,425.071014404297,427.523010253906,2675940096,427.523010253906
"ETH-USD",2017-11-30,431.214996337891,465.497009277344,401.243011474609,447.114013671875,1903040000,447.114013671875
"ETH-USD",2017-12-01,445.209014892578,472.609008789062,428.31201171875,466.540008544922,1247879936,466.540008544922
"ETH-USD",2017-12-02,466.851013183594,476.239013671875,456.653015136719,463.449005126953,943649984,463.449005126953
"ETH-USD",2017-12-03,463.704986572266,482.813995361328,451.851989746094,465.852996826172,990556992,465.852996826172
"ETH-USD",2017-12-04,466.053985595703,474.777008056641,453.31201171875,470.204010009766,1005550016,470.204010009766
"ETH-USD",2017-12-05,470.294006347656,473.558013916016,457.660003662109,463.281005859375,1216720000,463.281005859375
"ETH-USD",2017-12-06,462.60400390625,462.7080078125,420.209991455078,428.588012695312,1998259968,428.588012695312
"ETH-USD",2017-12-07,426.368988037109,441.397003173828,414.411010742188,434.407989501953,2129570048,434.407989501953
"ETH-USD",2017-12-08,434.989013671875,466.06201171875,422.367004394531,456.031005859375,2336379904,456.031005859375
"ETH-USD",2017-12-09,457.343994140625,504.147003173828,456.252990722656,473.502014160156,2003849984,473.502014160156
"ETH-USD",2017-12-10,472.789001464844,472.789001464844,429.514007568359,441.721008300781,1404179968,441.721008300781
"ETH-USD",2017-12-11,440.358001708984,516.968994140625,439.10400390625,515.135986328125,1771440000,515.135986328125
"ETH-USD",2017-12-12,522.286010742188,657.317993164062,504.493988037109,651.431030273438,5179829760,651.431030273438
"ETH-USD",2017-12-13,644.906005859375,747.992980957031,597.797973632812,702.767028808594,4524539904,702.767028808594
"ETH-USD",2017-12-14,700.593994140625,753.120971679688,664.989013671875,695.815979003906,3821580032,695.815979003906
"ETH-USD",2017-12-15,696.3759765625,697.132019042969,621.060974121094,684.447998046875,2758710016,684.447998046875
"ETH-USD",2017-12-16,686.192016601562,718.385009765625,680.786010742188,696.208984375,2165690112,696.208984375
"ETH-USD",2017-12-17,696.236999511719,735.825012207031,696.236999511719,719.974975585938,2147389952,719.974975585938
"ETH-USD",2017-12-18,721.731994628906,803.927978515625,689.231018066406,794.64501953125,3249230080,794.64501953125
"ETH-USD",2017-12-19,793.901000976562,881.943969726562,785.341979980469,826.822998046875,4096549888,826.822998046875
"ETH-USD",2017-12-20,827.515991210938,845.06201171875,756.004028320312,819.085998535156,3969939968,819.085998535156
"ETH-USD",2017-12-21,820.236022949219,880.543029785156,792.689025878906,821.06298828125,3569060096,821.06298828125
"ETH-USD",2017-12-22,822.643005371094,827.682983398438,543.762023925781,674.859985351562,4977710080,674.859985351562
"ETH-USD",2017-12-23,681.315979003906,763.89501953125,679.731018066406,719.387023925781,2480339968,719.387023925781
"ETH-USD",2017-12-24,721.768981933594,721.768981933594,614.921997070312,694.148010253906,2300549888,694.148010253906
"ETH-USD",2017-12-25,698.869995117188,782.52099609375,698.869995117188,765.833984375,2491760128,765.833984375
"ETH-USD",2017-12-26,763.369995117188,786.789978027344,760.934997558594,773.835998535156,2201159936,773.835998535156
"ETH-USD",2017-12-27,774.969970703125,789.252990722656,738.413024902344,762.841979980469,2100029952,762.841979980469
"ETH-USD",2017-12-28,762.2080078125,763.318969726562,701.18701171875,737.023010253906,2389149952,737.023010253906
"ETH-USD",2017-12-29,740.388977050781,770.117004394531,729.607971191406,753.591979980469,2648969984,753.591979980469
"ETH-USD",2017-12-30,753.815002441406,753.815002441406,685.231018066406,717.257019042969,3187780096,717.257019042969
"ETH-USD",2017-12-31,712.211975097656,760.348022460938,710.119018554688,756.732971191406,2554269952,756.732971191406
"ETH-USD",2018-01-01,755.757019042969,782.530029296875,742.004028320312,772.640991210938,2595760128,772.640991210938
"ETH-USD",2018-01-02,772.346008300781,914.830017089844,772.346008300781,884.443969726562,5783349760,884.443969726562
"ETH-USD",2018-01-03,886,974.471008300781,868.450988769531,962.719970703125,5093159936,962.719970703125
"ETH-USD",2018-01-04,961.713012695312,1045.07995605469,946.085998535156,980.921997070312,6502859776,980.921997070312
"ETH-USD",2018-01-05,975.75,1075.39001464844,956.325012207031,997.719970703125,6683149824,997.719970703125
"ETH-USD",2018-01-06,995.153991699219,1060.7099609375,994.622009277344,1041.68005371094,4662219776,1041.68005371094
"ETH-USD",2018-01-07,1043.01000976562,1153.17004394531,1043.01000976562,1153.17004394531,5569880064,1153.17004394531
"ETH-USD",2018-01-08,1158.26000976562,1266.93005371094,1016.04998779297,1148.53002929688,8450970112,1148.53002929688
"ETH-USD",2018-01-09,1146,1320.97998046875,1145.48999023438,1299.73999023438,7965459968,1299.73999023438
"ETH-USD",2018-01-10,1300.33996582031,1417.38000488281,1226.59997558594,1255.81994628906,9214950400,1255.81994628906
"ETH-USD",2018-01-11,1268.08996582031,1337.30004882812,1135.17004394531,1154.93005371094,7235899904,1154.93005371094
"ETH-USD",2018-01-12,1158.2900390625,1296.0400390625,1120.08996582031,1273.19995117188,5222300160,1273.19995117188
"ETH-USD",2018-01-13,1270.46997070312,1432.88000488281,1270.46997070312,1396.42004394531,5746760192,1396.42004394531
"ETH-USD",2018-01-14,1397.47998046875,1400.56005859375,1286.2099609375,1366.77001953125,4841630208,1366.77001953125
"ETH-USD",2018-01-15,1365.2099609375,1390.58996582031,1290.59997558594,1291.92004394531,4781100032,1291.92004394531
"ETH-USD",2018-01-16,1292.63000488281,1292.63000488281,875.544982910156,1053.68994140625,8405139968,1053.68994140625
"ETH-USD",2018-01-17,1061.33996582031,1090.22998046875,780.921997070312,1014.25,8545160192,1014.25
"ETH-USD",2018-01-18,1016.44000244141,1100.31005859375,967.758972167969,1036.28002929688,5938319872,1036.28002929688
"ETH-USD",2018-01-19,1028.81994628906,1093.21997070312,1003.71002197266,1039.09997558594,4084450048,1039.09997558594
"ETH-USD",2018-01-20,1044.94995117188,1167.10998535156,1044.94995117188,1155.15002441406,3975190016,1155.15002441406
"ETH-USD",2018-01-21,1155.68005371094,1155.68005371094,1021.5,1049.57995605469,3378089984,1049.57995605469
"ETH-USD",2018-01-22,1055.34997558594,1089.09997558594,930.741027832031,1003.26000976562,3810099968,1003.26000976562
"ETH-USD",2018-01-23,1004.16998291016,1023.22998046875,920.539978027344,986.22900390625,3556699904,986.22900390625
"ETH-USD",2018-01-24,987.476989746094,1062.43994140625,965.807983398438,1058.78002929688,3944039936,1058.78002929688
"ETH-USD",2018-01-25,1063.21997070312,1104.66003417969,1034.73999023438,1056.03002929688,4050190080,1056.03002929688
"ETH-USD",2018-01-26,1052.69995117188,1080.59997558594,996.783996582031,1055.17004394531,3617690112,1055.17004394531
"ETH-USD",2018-01-27,1055.75,1121.97998046875,1042.11999511719,1107.06994628906,3002870016,1107.06994628906
"ETH-USD",2018-01-28,1111.78002929688,1257.77001953125,1111.78002929688,1246.01000976562,5372329984,1246.01000976562
"ETH-USD",2018-01-29,1246.69995117188,1256.69995117188,1169.07995605469,1182.35998535156,3715079936,1182.35998535156
"ETH-USD",2018-01-30,1184.13000488281,1184.63000488281,1058.96997070312,1071.13000488281,4107859968,1071.13000488281
"ETH-USD",2018-01-31,1071.08996582031,1128.66003417969,1034.5,1118.31005859375,3757560064,1118.31005859375
"ETH-USD",2018-02-01,1119.36999511719,1161.34997558594,984.818969726562,1036.7900390625,5261680128,1036.7900390625
"ETH-USD",2018-02-02,1035.77001953125,1035.77001953125,757.97998046875,915.784973144531,6713290240,915.784973144531
"ETH-USD",2018-02-03,919.210998535156,991.942993164062,847.690002441406,964.018981933594,3243480064,964.018981933594
"ETH-USD",2018-02-04,964.6669921875,969.031982421875,805.064025878906,834.682006835938,2997090048,834.682006835938
"ETH-USD",2018-02-05,834.9580078125,856.64599609375,644.598999023438,697.950988769531,4269530112,697.950988769531
"ETH-USD",2018-02-06,707.736999511719,796.439025878906,574.419006347656,793.122009277344,6518269952,793.122009277344
"ETH-USD",2018-02-07,790.427978515625,851.200012207031,723.432983398438,757.067993164062,3896179968,757.067993164062
"ETH-USD",2018-02-08,755.843017578125,845.085998535156,755.843017578125,817.807006835938,3708189952,817.807006835938
"ETH-USD",2018-02-09,818.47998046875,884.004028320312,788.833984375,883.864990234375,2495820032,883.864990234375
"ETH-USD",2018-02-10,882.466979980469,917.400024414062,825.577026367188,860.414978027344,2930530048,860.414978027344
"ETH-USD",2018-02-11,859.288024902344,859.288024902344,788.221984863281,814.659973144531,2486650112,814.659973144531
"ETH-USD",2018-02-12,817.507995605469,875.93701171875,817.507995605469,868.706970214844,2243450112,868.706970214844
"ETH-USD",2018-02-13,869.293029785156,870.708984375,828.836975097656,845.257995605469,2081170048,845.257995605469
