"symbol","date","open","high","low","close","volume","adjusted"
"SOL-USD",2020-04-10,0.832005023956299,1.31348705291748,0.694186985492706,0.951053977012634,87364276,0.951053977012634
"SOL-USD",2020-04-11,0.951053977012634,1.04907298088074,0.76502001285553,0.776818990707397,43862444,0.776818990707397
"SOL-USD",2020-04-12,0.785448014736176,0.956669986248016,0.762426018714905,0.882507026195526,38736897,0.882507026195526
"SOL-USD",2020-04-13,0.890760004520416,0.891602993011475,0.773976027965546,0.777831971645355,18211285,0.777831971645355
"SOL-USD",2020-04-14,0.777831971645355,0.796472012996674,0.628169000148773,0.66192501783371,16747614,0.66192501783371
"SOL-USD",2020-04-15,0.669288992881775,0.704963982105255,0.621531009674072,0.646651029586792,13075275,0.646651029586792
"SOL-USD",2020-04-16,0.630878984928131,0.774191975593567,0.625106990337372,0.690815985202789,21346031,0.690815985202789
"SOL-USD",2020-04-17,0.689311981201172,0.719614028930664,0.660727977752686,0.660727977752686,9870810,0.660727977752686
"SOL-USD",2020-04-18,0.660727977752686,0.717617988586426,0.659426987171173,0.681096017360687,9782112,0.681096017360687
"SOL-USD",2020-04-19,0.681515991687775,0.684641003608704,0.598487019538879,0.606968998908997,9289670,0.606968998908997
"SOL-USD",2020-04-20,0.612948000431061,0.639253973960876,0.520578026771545,0.538811981678009,8342616,0.538811981678009
"SOL-USD",2020-04-21,0.541387021541595,0.604586005210876,0.508548974990845,0.587659001350403,9711507,0.587659001350403
"SOL-USD",2020-04-22,0.58116602897644,0.706964015960693,0.569621026515961,0.691600978374481,18828400,0.691600978374481
"SOL-USD",2020-04-23,0.685347020626068,0.698077023029327,0.600322008132935,0.627457022666931,13485271,0.627457022666931
"SOL-USD",2020-04-24,0.624020993709564,0.671019971370697,0.613941013813019,0.634241998195648,9064190,0.634241998195648
"SOL-USD",2020-04-25,0.630527973175049,0.670948028564453,0.621546983718872,0.64332902431488,7311905,0.64332902431488
"SOL-USD",2020-04-26,0.653214991092682,0.69149899482727,0.631170988082886,0.635505974292755,8320760,0.635505974292755
"SOL-USD",2020-04-27,0.635713994503021,0.660283029079437,0.561028003692627,0.572372019290924,7406934,0.572372019290924
"SOL-USD",2020-04-28,0.578252971172333,0.692147970199585,0.568484008312225,0.661293029785156,7470201,0.661293029785156
"SOL-USD",2020-04-29,0.66228598356247,0.77777099609375,0.655273973941803,0.745840013027191,8801144,0.745840013027191
"SOL-USD",2020-04-30,0.74719500541687,0.800815999507904,0.687880992889404,0.691044986248016,5016892,0.691044986248016
"SOL-USD",2020-05-01,0.691044986248016,0.737070977687836,0.685903012752533,0.728793978691101,4164272,0.728793978691101
"SOL-USD",2020-05-02,0.727267980575562,0.74898099899292,0.707903981208801,0.71587598323822,3441356,0.71587598323822
"SOL-USD",2020-05-03,0.714796006679535,0.729800999164581,0.656615972518921,0.67953497171402,3328344,0.67953497171402
"SOL-USD",2020-05-04,0.679624974727631,0.705811977386475,0.618434011936188,0.667491018772125,3443698,0.667491018772125
"SOL-USD",2020-05-05,0.673439979553223,0.686214029788971,0.626498997211456,0.641837000846863,2847469,0.641837000846863
"SOL-USD",2020-05-06,0.642454028129578,0.673891007900238,0.622583985328674,0.622583985328674,2677563,0.622583985328674
"SOL-USD",2020-05-07,0.622583985328674,0.632268011569977,0.573375999927521,0.612977981567383,3355830,0.612977981567383
"SOL-USD",2020-05-08,0.612977981567383,0.63661801815033,0.589851975440979,0.604921996593475,2488195,0.604921996593475
"SOL-USD",2020-05-09,0.604041993618011,0.625428974628448,0.588447988033295,0.604526996612549,2128503,0.604526996612549
"SOL-USD",2020-05-10,0.604461014270782,0.612303018569946,0.513081014156342,0.537033975124359,2327581,0.537033975124359
"SOL-USD",2020-05-11,0.53625500202179,0.571860015392303,0.505194008350372,0.515272974967957,2098481,0.515272974967957
"SOL-USD",2020-05-12,0.513391017913818,0.559759020805359,0.505250990390778,0.538576006889343,2198625,0.538576006889343
"SOL-USD",2020-05-13,0.538371980190277,0.564873993396759,0.518037974834442,0.550531983375549,2326446,0.550531983375549
"SOL-USD",2020-05-14,0.550531983375549,0.580946028232574,0.55010998249054,0.569118022918701,2047897,0.569118022918701
"SOL-USD",2020-05-15,0.569193005561829,0.574620008468628,0.547092974185944,0.559751987457275,1850070,0.559751987457275
"SOL-USD",2020-05-16,0.558981001377106,0.606534004211426,0.55436098575592,0.599120020866394,2300409,0.599120020866394
"SOL-USD",2020-05-17,0.595228016376495,0.640196025371552,0.58917498588562,0.612989008426666,2936428,0.612989008426666
"SOL-USD",2020-05-18,0.612681984901428,0.674392998218536,0.609649002552032,0.6526700258255,3314359,0.6526700258255
"SOL-USD",2020-05-19,0.650973975658417,0.65447998046875,0.611248016357422,0.624454021453857,2380263,0.624454021453857
"SOL-USD",2020-05-20,0.622475028038025,0.626655995845795,0.575282990932465,0.57915598154068,2302926,0.57915598154068
"SOL-USD",2020-05-21,0.579692006111145,0.613789021968842,0.543345987796783,0.608914971351624,2863017,0.608914971351624
"SOL-USD",2020-05-22,0.605238974094391,0.676432013511658,0.582830011844635,0.638875007629395,3411419,0.638875007629395
"SOL-USD",2020-05-23,0.637414991855621,0.638849020004272,0.588247001171112,0.613031029701233,2638524,0.613031029701233
"SOL-USD",2020-05-24,0.613288998603821,0.613288998603821,0.548431992530823,0.549053013324738,2786816,0.549053013324738
"SOL-USD",2020-05-25,0.548569977283478,0.650138020515442,0.538064002990723,0.600857019424438,4509580,0.600857019424438
"SOL-USD",2020-05-26,0.59910398721695,0.612353026866913,0.566462993621826,0.573306977748871,2689697,0.573306977748871
"SOL-USD",2020-05-27,0.573306977748871,0.611087024211884,0.571443021297455,0.590985000133514,2536916,0.590985000133514
"SOL-USD",2020-05-28,0.59088397026062,0.59239798784256,0.566947996616364,0.575155019760132,2662788,0.575155019760132
"SOL-USD",2020-05-29,0.574698984622955,0.59340500831604,0.566857993602753,0.579415023326874,2066857,0.579415023326874
"SOL-USD",2020-05-30,0.581354975700378,0.602488994598389,0.567049980163574,0.587933003902435,2449095,0.587933003902435
"SOL-USD",2020-05-31,0.587903022766113,0.593997001647949,0.569244980812073,0.570021986961365,1892967,0.570021986961365
"SOL-USD",2020-06-01,0.573472023010254,0.587839007377625,0.567348003387451,0.577494978904724,2159877,0.577494978904724
"SOL-USD",2020-06-02,0.577142000198364,0.589725017547607,0.552294015884399,0.564669013023376,1295757,0.564669013023376
"SOL-USD",2020-06-03,0.564669013023376,0.591024994850159,0.56446099281311,0.586620986461639,877446,0.586620986461639
"SOL-USD",2020-06-04,0.586866974830627,0.591639995574951,0.564517974853516,0.58729898929596,901641,0.58729898929596
"SOL-USD",2020-06-05,0.58729898929596,0.698279023170471,0.577925026416779,0.661154985427856,4322092,0.661154985427856
"SOL-USD",2020-06-06,0.661071002483368,0.661619007587433,0.611781001091003,0.62244302034378,1604055,0.62244302034378
"SOL-USD",2020-06-07,0.62244302034378,0.624444007873535,0.593397974967957,0.616577982902527,716785,0.616577982902527
"SOL-USD",2020-06-08,0.615077972412109,0.679000973701477,0.613309979438782,0.668313026428223,1440234,0.668313026428223
"SOL-USD",2020-06-09,0.667783975601196,0.668088018894196,0.627242028713226,0.658002018928528,988327,0.658002018928528
"SOL-USD",2020-06-10,0.658038020133972,0.670042991638184,0.633404016494751,0.64486700296402,1096203,0.64486700296402
"SOL-USD",2020-06-11,0.644887983798981,0.650534987449646,0.570082008838654,0.573741972446442,1122221,0.573741972446442
"SOL-USD",2020-06-12,0.574059009552002,0.604653000831604,0.569920003414154,0.593868970870972,940323,0.593868970870972
"SOL-USD",2020-06-13,0.593948006629944,0.611438989639282,0.585484981536865,0.608942985534668,764757,0.608942985534668
"SOL-USD",2020-06-14,0.610926985740662,0.618257999420166,0.580899000167847,0.587077021598816,873416,0.587077021598816
"SOL-USD",2020-06-15,0.588373005390167,0.591897010803223,0.547286987304688,0.57063901424408,942666,0.57063901424408
"SOL-USD",2020-06-16,0.570578992366791,0.589828014373779,0.568688988685608,0.585575997829437,652020,0.585575997829437
"SOL-USD",2020-06-17,0.58549702167511,0.590129017829895,0.565117001533508,0.581561982631683,673274,0.581561982631683
"SOL-USD",2020-06-18,0.581582009792328,0.650309026241302,0.579285025596619,0.620956003665924,1349341,0.620956003665924
"SOL-USD",2020-06-19,0.622407019138336,0.836398005485535,0.620383977890015,0.684332013130188,6577471,0.684332013130188
"SOL-USD",2020-06-20,0.682523012161255,0.688583016395569,0.625626027584076,0.643590986728668,1714405,0.643590986728668
"SOL-USD",2020-06-21,0.646134972572327,0.748542010784149,0.636879980564117,0.673148989677429,2238347,0.673148989677429
"SOL-USD",2020-06-22,0.672577023506165,0.743112981319427,0.645877003669739,0.726848006248474,1620388,0.726848006248474
"SOL-USD",2020-06-23,0.726773023605347,0.760632991790771,0.700712025165558,0.70829701423645,1327340,0.70829701423645
"SOL-USD",2020-06-24,0.708530008792877,0.800692021846771,0.693500995635986,0.736994028091431,2769054,0.736994028091431
"SOL-USD",2020-06-25,0.737100005149841,0.756704986095428,0.699240028858185,0.713194012641907,1751581,0.713194012641907
"SOL-USD",2020-06-26,0.712530970573425,0.751991987228394,0.681532025337219,0.741144001483917,1664662,0.741144001483917
"SOL-USD",2020-06-27,0.739597022533417,0.752210974693298,0.675837993621826,0.713548004627228,1681428,0.713548004627228
"SOL-USD",2020-06-28,0.713548004627228,0.843976974487305,0.687094986438751,0.79849499464035,3412582,0.79849499464035
"SOL-USD",2020-06-29,0.79849499464035,0.885339021682739,0.770008981227875,0.852454006671906,2147791,0.852454006671906
"SOL-USD",2020-06-30,0.85302197933197,1.0291759967804,0.850103974342346,0.860094010829926,3887548,0.860094010829926
"SOL-USD",2020-07-01,0.863363981246948,0.901714980602264,0.820927023887634,0.832642018795013,1772560,0.832642018795013
"SOL-USD",2020-07-02,0.832116007804871,0.837126970291138,0.753668010234833,0.78021901845932,1749581,0.78021901845932
"SOL-USD",2020-07-03,0.782036006450653,0.786035001277924,0.755113005638123,0.76809298992157,1144958,0.76809298992157
"SOL-USD",2020-07-04,0.767940998077393,0.823154985904694,0.761451005935669,0.780372023582458,1644301,0.780372023582458
"SOL-USD",2020-07-05,0.780101001262665,0.785547018051147,0.642634987831116,0.691663980484009,3799016,0.691663980484009
"SOL-USD",2020-07-06,0.691663980484009,0.721045970916748,0.686580002307892,0.707907974720001,1120773,0.707907974720001
"SOL-USD",2020-07-07,0.70785802602768,0.78089302778244,0.701921999454498,0.753048002719879,1700041,0.753048002719879
"SOL-USD",2020-07-08,0.753048002719879,0.827522993087769,0.743411004543304,0.7967129945755,2220223,0.7967129945755
"SOL-USD",2020-07-09,0.794017970561981,0.882358014583588,0.759905993938446,0.853452980518341,2668724,0.853452980518341
"SOL-USD",2020-07-10,0.853304028511047,0.939629018306732,0.842850029468536,0.913559973239899,1856095,0.913559973239899
"SOL-USD",2020-07-11,0.913559973239899,0.926347017288208,0.859094977378845,0.924624025821686,1788814,0.924624025821686
"SOL-USD",2020-07-12,0.923856019973755,1.1309779882431,0.914116978645325,1.01671600341797,4693371,1.01671600341797
"SOL-USD",2020-07-13,1.01671600341797,1.28766298294067,1.00888395309448,1.17573404312134,4062069,1.17573404312134
"SOL-USD",2020-07-14,1.17247605323792,1.24600601196289,1.11916601657867,1.14807498455048,2213135,1.14807498455048
"SOL-USD",2020-07-15,1.14752304553986,1.39683496952057,1.14145803451538,1.28959798812866,3355229,1.28959798812866
"SOL-USD",2020-07-16,1.28403902053833,1.37496697902679,0.855044007301331,0.872440993785858,7486568,0.872440993785858
"SOL-USD",2020-07-17,0.870760977268219,1.04684197902679,0.80188399553299,0.977837026119232,8973774,0.977837026119232
"SOL-USD",2020-07-18,0.977514982223511,1.00071597099304,0.931725978851318,0.966583013534546,2923007,0.966583013534546
"SOL-USD",2020-07-19,0.968003988265991,0.97035402059555,0.899514973163605,0.92034900188446,2206671,0.92034900188446
"SOL-USD",2020-07-20,0.92051500082016,0.921584010124207,0.851877987384796,0.873089015483856,3036871,0.873089015483856
"SOL-USD",2020-07-21,0.872928023338318,1.0082540512085,0.860315978527069,0.977165997028351,4299502,0.977165997028351
"SOL-USD",2020-07-22,0.977198004722595,1.10470402240753,0.97248500585556,1.04408705234528,5295002,1.04408705234528
"SOL-USD",2020-07-23,1.04615497589111,1.1012179851532,0.997394025325775,1.04984402656555,2970423,1.04984402656555
"SOL-USD",2020-07-24,1.04984402656555,1.05395400524139,0.974780023097992,0.995346009731293,1991763,0.995346009731293
"SOL-USD",2020-07-25,0.995440006256104,1.43273997306824,0.995396971702576,1.25222301483154,9978279,1.25222301483154
"SOL-USD",2020-07-26,1.24472796916962,1.62464797496796,1.23828303813934,1.56510996818542,10463130,1.56510996818542
"SOL-USD",2020-07-27,1.56509804725647,2.04274010658264,1.56108701229095,1.77863597869873,32838355,1.77863597869873
"SOL-USD",2020-07-28,1.78411102294922,1.85867202281952,1.61176896095276,1.78406703472137,9692632,1.78406703472137
"SOL-USD",2020-07-29,1.78566205501556,2.09562206268311,1.59316599369049,1.65828895568848,10348945,1.65828895568848
"SOL-USD",2020-07-30,1.65828895568848,1.79644894599915,1.63571202754974,1.68680703639984,5222980,1.68680703639984
"SOL-USD",2020-07-31,1.68680703639984,1.6884880065918,1.51040494441986,1.53817796707153,4822046,1.53817796707153
"SOL-USD",2020-08-01,1.53275895118713,1.66222894191742,1.49887204170227,1.52661001682281,4589882,1.52661001682281
"SOL-USD",2020-08-02,1.52990996837616,1.74682295322418,1.41197299957275,1.74281001091003,7216576,1.74281001091003
"SOL-USD",2020-08-03,1.73229002952576,1.83003401756287,1.66872596740723,1.80261099338531,5836036,1.80261099338531
"SOL-USD",2020-08-04,1.80001199245453,1.94987499713898,1.79498398303986,1.87163901329041,5495665,1.87163901329041
"SOL-USD",2020-08-05,1.87073600292206,1.8881219625473,1.70950901508331,1.75454998016357,5405764,1.75454998016357
"SOL-USD",2020-08-06,1.75454998016357,2.22800302505493,1.74678301811218,2.2063479423523,11143557,2.2063479423523
"SOL-USD",2020-08-07,2.20316600799561,2.20316600799561,1.88557195663452,2.08590292930603,8068102,2.08590292930603
"SOL-USD",2020-08-08,2.08388900756836,2.56959009170532,2.02653789520264,2.47362494468689,10919229,2.47362494468689
"SOL-USD",2020-08-09,2.47155594825745,2.70682311058044,2.30250096321106,2.66522789001465,12107837,2.66522789001465
"SOL-USD",2020-08-10,2.66522789001465,3.39792895317078,2.52589797973633,3.13179302215576,22863251,3.13179302215576
"SOL-USD",2020-08-11,3.13104200363159,3.48653507232666,2.75363397598267,3.30341911315918,36356155,3.30341911315918
"SOL-USD",2020-08-12,3.30795788764954,3.91616797447205,3.10397911071777,3.76975107192993,28461707,3.76975107192993
"SOL-USD",2020-08-13,3.77070307731628,4.1558141708374,3.52852010726929,3.75597095489502,28236179,3.75597095489502
"SOL-USD",2020-08-14,3.76016807556152,3.78999710083008,3.33265399932861,3.40938806533813,18427950,3.40938806533813
"SOL-USD",2020-08-15,3.41255497932434,3.71994495391846,3.16546511650085,3.18379497528076,13155762,3.18379497528076
"SOL-USD",2020-08-16,3.18540596961975,3.47068810462952,3.13868808746338,3.38565301895142,10395313,3.38565301895142
"SOL-USD",2020-08-17,3.38565301895142,3.38599896430969,3.08798503875732,3.09860801696777,10723919,3.09860801696777
"SOL-USD",2020-08-18,3.10446906089783,3.70991110801697,2.89441394805908,3.32997608184814,30350145,3.32997608184814
"SOL-USD",2020-08-19,3.32869601249695,3.48386311531067,2.83810806274414,2.89904093742371,14838389,2.89904093742371
"SOL-USD",2020-08-20,2.89904093742371,3.43184304237366,2.89623594284058,3.20826697349548,13756478,3.20826697349548
"SOL-USD",2020-08-21,3.2097179889679,3.22328996658325,2.91377091407776,2.94366788864136,11796736,2.94366788864136
"SOL-USD",2020-08-22,2.945307970047,3.19486498832703,2.75732707977295,3.02088594436646,10296805,3.02088594436646
"SOL-USD",2020-08-23,3.02086305618286,3.4034149646759,3.01883792877197,3.3224310874939,11991402,3.3224310874939
