DateTime;BTC;ETH;USDT;BNB;SOL;Others
27.10.2019;166539926492,60;19512025260,44;4114695515,11;2935460690,79;0,00;50986872135,74
03.11.2019;168625661384,67;19973728732,13;4125800069,37;3156075841,45;0,00;54038958636,26
10.11.2019;158847643234,13;20057352388,49;4111546127,07;3069491114,97;0,00;53695897004,63
17.11.2019;154327999554,58;19902777448,74;4135345056,48;3151680143,42;0,00;52672386426,15
24.11.2019;133694768231,93;16699803584,28;4154438752,21;2553896283,69;0,00;45432767121,89
01.12.2019;136829944620,89;16553240367,92;4115674787,13;2439716224,36;0,00;45262056333,51
08.12.2019;136650681396,18;16194266412,49;4141884817,83;2437896969,55;0,00;44783168001,88
15.12.2019;128818260828,40;15557850972,07;4130847960,45;2253189688,75;0,00;43143008100,98
22.12.2019;130213830692,92;13968963971,57;4135072141,05;2081692610,01;0,00;40088604513,80
29.12.2019;132297083270,88;13998262897,92;4122083608,23;2132158325,95;0,00;40623080332,50
05.01.2020;134620230365,62;14772145426,00;4134451585,11;2160415212,40;0,00;41914003819,44
12.01.2020;145542932321,03;15602163663,42;4637102542,70;2318576010,50;0,00;45811386753,31
19.01.2020;162126611250,01;19171231641,69;4640900241,48;2766710668,27;0,00;55819123733,48
26.01.2020;151963338382,88;17612674204,56;4653436502,96;2636486780,04;0,00;52735516452,80
02.02.2020;170741061057,04;20103729621,12;4647211835,49;2838888330,02;0,00;60784375556,40
09.02.2020;179461331999,60;24461176140,49;4637776474,44;3382766443,39;0,00;69425415905,60
16.02.2020;180291874041,74;29021372681,65;4650789294,28;3761131983,79;0,00;73242678082,68
23.02.2020;176142515512,05;28799181069,12;4653215539,68;3422928538,09;0,00;67166201768,35
01.03.2020;156932024055,18;24178036764,58;4663074967,52;3020098680,15;0,00;56222994367,83
08.03.2020;162765111170,47;26005406118,04;4657554753,03;3138672543,74;0,00;59811568072,55
15.03.2020;94487825436,99;13537446267,43;4649961777,39;1578643171,74;0,00;34494665715,50
22.03.2020;113047593667,86;14619353870,68;4657922384,06;1879211575,87;0,00;39914412467,44
29.03.2020;114066158835,15;14454229086,84;4632966969,73;1898674631,59;0,00;40709764020,53
05.04.2020;125785823122,15;16048869078,08;6187645162,58;2148235652,83;0,00;42719849607,69
12.04.2020;125655436296,64;17498032578,20;6342828317,17;2146805865,68;0,00;44295618091,92
19.04.2020;133083376958,41;20690356521,70;6362229063,68;2583920841,74;0,00;47371823501,54
26.04.2020;138799959573,55;21619614418,85;6396211526,36;2537274868,25;0,00;48984688269,87
03.05.2020;165014845439,90;23852894912,12;6385165409,25;2735350820,85;0,00;54168214229,64
10.05.2020;176024369912,63;23399301296,24;6393948071,06;2619087354,81;0,00;53982916485,02
17.05.2020;171940280200,87;22237181361,83;8819574331,62;2494023987,31;0,00;56237737500,59
24.05.2020;169078329822,36;23117885486,87;8838182532,36;2572955472,46;0,00;52469469205,08
31.05.2020;178324596748,07;26941236981,46;8806667284,59;2754234383,33;0,00;56572865632,83
07.06.2020;177477369042,56;26908917242,52;9189997021,91;2727679733,00;10767457,30;58017952583,83
14.06.2020;174429918488,58;26597319161,67;9206643740,95;2616792794,18;10542172,28;56661391140,33
21.06.2020;172418406453,44;25609587765,21;9208720911,11;2505555776,77;11219045,44;56269192561,19
28.06.2020;166740702391,08;24862263447,63;9238007624,98;2362889901,83;12311382,75;53466938975,39
05.07.2020;167759300412,78;25500469869,77;9160891838,66;2411643864,45;13430143,10;56336554973,00
12.07.2020;170305362436,30;26749484534,58;9196759496,60;2739640922,55;15923631,34;63527335362,21
19.07.2020;168828283272,31;26324400920,72;9173868442,82;2662168904,91;16679738,71;64682627540,70
26.07.2020;178500024040,19;34002682188,99;9977104655,17;2852556882,33;21469692,43;69643538333,52
02.08.2020;217161905651,72;43234970337,63;9952996250,82;3113313350,42;26347988,80;79574705280,61
09.08.2020;217069049813,35;44468181862,66;10009613987,47;3302946310,40;42700112,86;83555429849,80
16.08.2020;219039737204,58;48604172041,80;10004307330,51;3320979624,12;93120172,80;91920431134,91
23.08.2020;215627087978,02;44469081755,66;9997582213,84;3203879893,23;95101959,41;91292228817,44
30.08.2020;212317146503,06;44936714530,42;10025643534,47;3321931653,97;128017267,96;92684168827,73
06.09.2020;188160755947,53;37499006995,04;14151947510,39;2797971497,64;88025996,18;78966908624,84
13.09.2020;193252986763,49;43624737350,49;14708557413,38;4101633575,08;117202017,94;88808936150,05
20.09.2020;205025579879,95;43438624231,43;15234079578,25;3925380716,03;113175900,53;86400767044,64
27.09.2020;198608722445,98;40005077720,48;15304202316,22;3776637306,98;121256854,22;83857821990,00
04.10.2020;195261821470,89;39118072549,10;15597787542,14;4074403911,38;104042919,79;80844472815,51
11.10.2020;209117136770,91;41898254385,43;15723593529,00;4102925181,79;101957019,38;86969026058,90
18.10.2020;210314271083,35;41688656883,27;15818260294,40;4366886174,26;95875274,88;84247165726,45
25.10.2020;242755970099,78;46660158880,86;16250799905,20;4423338193,11;85177252,60;87893897109,88
01.11.2020;254825919399,86;43770077536,18;16657595742,60;4097437476,50;70667639,83;81681189746,69
08.11.2020;274067713460,94;49186747591,39;17153053541,52;3976253786,51;92667467,66;84375375175,71
15.11.2020;297699466933,84;52036034175,50;17838726484,66;4028625416,14;87999473,33;89026698200,20
22.11.2020;345776975059,86;62576823369,07;18353112849,45;4411064764,03;110000496,01;110191986495,21
29.11.2020;329155498008,41;61285025175,16;19057682068,13;4222530600,73;86850260,09;117105652622,67
06.12.2020;356377680827,05;68362295999,73;19645832618,34;4298510449,71;91730750,38;119599418794,72
13.12.2020;350134299070,04;64800293362,73;19826514949,70;4085037509,62;69083082,42;111192799547,78
20.12.2020;441913111821,89;74813113389,38;20119999186,24;4795467991,36;77536688,15;131110971999,76
27.12.2020;492703707326,59;72657705037,79;20682807547,89;4841629962,75;61719088,40;110240628571,93
03.01.2021;597467298389,56;88563949592,77;21212844967,73;5536106340,07;84342594,55;118186301737,94
10.01.2021;752588082610,55;147334582816,99;23728084765,36;6399552648,28;895924718,35;157294386293,21
17.01.2021;667116445624,18;139277094497,42;24297729030,49;6083064551,92;887800262,62;174700337136,45
24.01.2021;591705688134,74;140208958092,73;24794123390,33;6283108542,35;915453141,78;172468957161,83
31.01.2021;634838735744,34;157009677180,16;26373842728,11;6918638351,01;1106838491,85;192215998798,72
07.02.2021;725553084231,38;191854869083,77;28257478542,05;11236656716,98;1604018606,74;236086631495,89
14.02.2021;879817617099,08;208123280169,33;31612995619,02;20649075527,72;2290937214,76;329731244387,17
21.02.2021;1041134956254,93;218118606748,88;34125043144,91;38949693706,85;2597105469,71;364922715176,16
28.02.2021;855209829049,68;166450094064,44;35024040732,98;34549176238,24;3439009687,32;326838952387,85
07.03.2021;915662386959,71;191084734093,76;36436699929,18;35061963498,66;3422026039,03;336884037037,38
14.03.2021;1141544762923,75;221054380638,97;38221472672,87;42708418957,36;4098496416,39;393466597576,64
21.03.2021;1086588283427,61;207379549927,13;39534413170,62;40686004148,71;3786600110,01;419995329100,47
28.03.2021;1046513025994,49;197896640792,27;40181026729,61;41785853186,25;4451118610,93;425052963457,14
04.04.2021;1071075509840,35;231910191004,41;42452506769,90;49427162048,29;6003314923,82;481554409109,09
11.04.2021;1119245666510,74;246254435420,22;44397618791,11;72808563035,30;7211644638,95;555487755667,78
18.04.2021;1135466232452,52;271170036717,16;48360308367,73;79848227758,77;6778102255,97;656980013751,25
25.04.2021;935704807467,38;256270066783,62;49432687558,46;76357951856,31;11076834761,73;497438901643,26
02.05.2021;1082568171379,48;341504746814,82;51506813936,71;95047467174,11;13596479162,21;659860589867,60
09.05.2021;1102434409280,35;450778871214,80;55271312416,06;99129806593,96;12455780450,06;743436222051,76
16.05.2021;872705425563,03;420897184513,50;58224033555,63;86433567111,95;11784592530,13;727467920669,74
23.05.2021;692898054129,65;263718411146,65;59510401201,91;45291809562,70;8264756676,45;482623573592,73
30.05.2021;644153156325,72;262384912214,07;61314086539,09;46417558911,09;7421123362,15;462806315182,05
06.06.2021;664815138156,93;304784277518,56;62235447538,98;59863461888,86;10834236147,00;510275918942,94
13.06.2021;664373174916,29;274941683474,92;62666339230,23;52588509490,17;9882662692,98;452698913839,95
20.06.2021;667937473207,76;252901294552,44;62668946316,62;51475813265,33;9626844672,98;432986349753,25
27.06.2021;603381592652,33;212125008541,06;62608769751,01;42771826001,80;8049071642,95;366885567918,34
04.07.2021;650150979520,16;259772070604,78;62371971541,71;45687993064,92;9405286252,80;406422137967,39
11.07.2021;628953515866,32;246868884696,61;62208640230,37;48556581380,88;8652006302,69;394161545000,49
18.07.2021;591135497961,40;221903988191,46;62016265104,87;46056672663,27;7288871882,76;330602574308,55
25.07.2021;643615816297,27;255543314909,49;61846003177,42;50565264220,37;7821861376,33;382864542768,27
01.08.2021;774708987653,25;294784170355,67;61816149840,80;55629273761,31;9810318834,72;438750565272,09
08.08.2021;834794535926,72;368678068369,41;62133279237,29;59830214876,63;10728832638,45;495566596392,85
15.08.2021;884845318881,35;382817840773,07;63288707994,76;68846649702,20;12632083400,70;586188893924,78
22.08.2021;917484727391,83;378412254943,81;64666364293,04;75600568163,74;21120456862,99;623505494383,06
29.08.2021;919329013212,20;380983285760,85;65545937495,15;81683542351,44;27879534864,19;628938342368,46
05.09.2021;939711711000,20;456906946300,43;66805103141,60;83623348508,29;40646009403,08;683117247980,84
12.09.2021;851089115178,30;384677831881,08;68369456228,05;68199021071,76;52325635738,65;641774369716,63
19.09.2021;908358110035,58;403121183998,85;68248389502,16;68980522028,94;50102290109,07;653035302422,63
26.09.2021;804898339785,73;345002939549,24;68606097794,12;58949547421,66;40526934190,98;580775386453,38
03.10.2021;900073005644,66;401548829373,27;68046195387,65;72537912151,52;50776437927,00;625059213738,64
10.10.2021;1034216654856,82;420801352459,95;68405597008,80;70776216024,00;46835524471,88;679557524946,70
17.10.2021;1146446116365,89;450802569639,45;68765490083,98;77937333456,03;47240163494,77;681172017467,41
24.10.2021;1158113022223,86;493834318718,59;69631400587,23;81119747755,60;59575530805,78;696081866221,37
31.10.2021;1172423579472,90;511419341053,63;70357678346,28;88460879868,49;58833748726,40;734020954130,04
07.11.2021;1160782856371,44;533984757234,35;71964436301,34;106134307385,89;77468873674,34;779677648511,10
14.11.2021;1217272627959,17;549367969831,92;73907428248,89;108395328296,76;73028757872,79;806272656371,33
21.11.2021;1126863993568,26;522371354283,93;73062349328,32;100789889945,45;66030019569,10;772765717471,21
28.11.2021;1031350802102,15;483715894656,47;73196290269,79;99564534106,11;58368435220,61;723854411110,23
05.12.2021;933392769616,60;491312272640,49;74227082096,00;95579955712,03;61997942082,06;668766747462,81
12.12.2021;933635570117,43;485112981432,92;76183458803,45;94312911032,37;52766414691,64;634666800254,57
19.12.2021;886670909049,43;470733057878,52;76387504271,01;89224298447,64;56366169808,56;627553130546,57
26.12.2021;954064621635,88;486650487191,97;77639400668,67;91401319944,93;59699759318,08;702889442631,96
02.01.2022;902088084567,81;448411926644,12;78383296645,97;87943673304,73;55233781581,56;680964577417,89
09.01.2022;788192455605,31;367357162223,69;78296923156,64;71583902871,13;44267895550,24;592235189722,48
16.01.2022;816385621142,44;396667055906,47;78429393718,96;82396408180,91;46371082587,02;647456022033,42
23.01.2022;663379690397,57;286934483325,10;78268348705,28;59091371268,17;29612702822,63;485922445813,74
30.01.2022;722523596937,84;309969523681,28;78152722304,89;64142613618,62;30192355557,06;526095281754,33
06.02.2022;785536953509,48;360487786262,10;77958275343,95;68485640942,10;35928156335,89;566646317401,39
13.02.2022;799590577072,07;348159800254,60;78475876252,45;66478580810,81;30406941066,96;568709843979,58
20.02.2022;760796484239,08;330611464436,21;79041843525,70;66068406982,30;29214127402,92;549342187410,03
27.02.2022;741275725902,39;332808740444,58;79572332367,42;61630496631,16;28813759263,57;534917593880,27
06.03.2022;747574747286,70;319335896322,35;79735103566,03;63553931052,96;28417354605,70;534604271795,97
13.03.2022;736685733333,80;308050164471,93;80070392286,27;61423963098,99;26011992789,72;523288006934,36
20.03.2022;801392232392,82;354295612929,05;80456470348,47;66019755649,88;29606878292,11;569162393257,74
27.03.2022;845378951663,22;377777516828,02;81345262516,74;68687467499,64;33064761929,75;605830284823,12
03.04.2022;871390925491,85;414377935298,55;82112985497,30;72167265740,79;43174418154,14;646374511127,31
10.04.2022;812496139167,00;391812889331,73;82543494789,06;70408247507,13;36949620739,93;592363667079,50
17.04.2022;768411509200,48;368694883480,91;82739008959,95;68941427510,88;34042291669,00;562228742903,15
24.04.2022;751366083006,13;354067796218,56;83133777498,29;65533388123,96;33606139555,46;549180668185,42
01.05.2022;717612926164,68;329443598612,36;83171035951,00;61658724193,79;28412555825,50;473046541669,84
08.05.2022;675183216782,42;318301600921,10;83231348107,74;59686220279,77;26487199620,34;457711947531,14
15.05.2022;572542774257,45;248183468071,68;76605466803,11;48480974680,38;17655312020,80;326594504917,02
22.05.2022;560354817916,69;238607242245,35;73187928342,15;50935855434,70;17051776339,35;319331424508,19
29.05.2022;552575812635,91;216694774456,26;72469017648,81;50195453199,16;15029230685,15;302044966403,85
05.06.2022;568628804099,77;218245756864,95;72492549909,97;49161224526,94;13220210036,23;311316844449,65
12.06.2022;540964465974,61;185302462344,93;72427628780,73;44008200617,21;11585753994,60;284926273765,69
19.06.2022;361136355053,14;120103581721,32;68140918508,08;32158347390,69;10831128209,96;247280632116,25
26.06.2022;409609240549,64;150584718151,30;66835697538,11;39145409721,42;14445024351,81;284464177035,09
03.07.2022;367205418606,83;129454259827,34;66162853023,03;35602148889,92;11455101064,71;260814778321,02
10.07.2022;412163735842,87;147830504370,35;65960485406,58;39717277008,31;13143702771,93;278144870645,48
17.07.2022;404729909498,78;164516557861,89;65861745645,51;40760594678,83;13673679553,36;277051177679,04
24.07.2022;429122813487,89;188494375095,35;65843483760,51;41862804080,27;13843896219,31;290312963319,12
31.07.2022;451941665721,70;206498456353,95;66075458172,30;46396925913,18;15142356938,00;306620094439,18
07.08.2022;438932771129,85;206157908512,57;66485061249,01;50841098183,80;13879667067,85;311861970310,90
14.08.2022;467102657290,86;241682423020,52;67062561810,39;52269092421,58;16216926575,56;326682793970,26
21.08.2022;404739720814,55;192408920351,76;67547818486,50;45761555753,31;12311457138,58;285102111583,57
28.08.2022;383465019651,62;182131385881,66;67550646712,48;44820043554,85;11019085155,09;278824205120,13
04.09.2022;379602782193,71;190296965524,16;67555518280,62;44816574558,76;10879065914,77;283080748874,36
11.09.2022;415079333871,70;217235641599,33;67565052498,27;47904215820,11;12402494881,94;302315189259,35
18.09.2022;385506713761,84;179908765813,06;67930094918,49;45048706949,47;11946365888,42;288116375536,84
25.09.2022;362813100923,01;161462371278,91;67958300371,27;44384579754,92;11867029835,30;283519889469,37
02.10.2022;370137999102,18;160835993796,93;67952498756,76;45641514437,45;11536228045,10;279375394604,24
09.10.2022;372301876441,61;161422244261,93;68338375038,03;44601612802,65;11635512567,00;281079662481,41
16.10.2022;365746872548,44;156585852463,54;68438324611,11;43304789242,34;10589769271,82;267419732705,00
23.10.2022;368532562230,66;160829783102,00;68457318836,59;43271554735,80;10039392213,26;272371479790,05
30.10.2022;399558492460,50;198208689034,68;68992647482,87;48670354144,37;11788624880,37;297097522881,61
06.11.2022;408659103664,87;199212542931,86;69369098597,46;55878009924,09;13209409375,04;310965219509,29
13.11.2022;322652408772,56;153633199296,79;67326674114,61;45171345118,73;5271772995,61;251243025556,65
20.11.2022;321087992755,18;149104753582,83;65884700007,24;43581542220,25;4660978492,30;251106278077,48
27.11.2022;316397144432,51;147571296368,89;65334455694,80;49810686062,76;5140391904,79;250871731155,35
04.12.2022;325035905983,19;152137539500,45;65448433992,10;46479765739,21;4839674449,29;253668193311,00
11.12.2022;329408305902,85;154976450573,07;65710392042,32;46094011871,18;4970441803,95;253043242862,84
18.12.2022;323088938420,82;145395882867,81;66061043244,36;38794742871,42;4583839449,96;232644842781,34
25.12.2022;324185375825,43;149439480245,03;66246934546,52;39133488421,76;4199311854,12;228234090306,97
01.01.2023;318524383653,84;146446478626,24;66242484238,98;39404568795,70;3658819576,42;221255274534,15
08.01.2023;326460332620,20;154702829012,57;66265558812,41;41790935384,73;4842262070,50;230385314580,65
15.01.2023;404074971408,24;189769011784,08;66282125860,91;48841053871,32;8990954277,03;267218301814,55
22.01.2023;438903603818,11;199147069541,17;66499723569,15;47250899530,21;9140402880,68;275975898535,23
29.01.2023;443943851312,27;192448748114,48;67518108980,98;48355394988,77;8909484211,89;287663812985,93
05.02.2023;449882178717,09;204017606451,54;68034946739,69;52195372466,60;9060669968,66;300482133175,40
12.02.2023;421847738998,77;188428340827,30;68329460317,62;49044365231,55;7816531455,56;285599328159,62
19.02.2023;475435017083,60;207017445219,51;70306645409,63;49993477227,70;8876435852,19;305519866605,75
26.02.2023;447300343673,45;195157075701,24;70807590421,27;47742856878,09;8522056646,97;288991061216,43
05.03.2023;431622589771,63;188772805126,20;71367591355,10;45713670396,19;7945931465,99;277345196150,17
12.03.2023;398425079397,10;178570454811,43;72628751184,14;43885372674,56;6979368793,08;251478376560,00
19.03.2023;521088381699,32;212362627830,74;76361478448,53;52345733751,51;8129208470,80;275353464446,51
26.03.2023;531439838531,11;210059343915,36;79093732523,01;50941019466,75;7848545048,24;268506209304,07
02.04.2023;550315925932,44;219376749941,11;79710452434,68;49725662934,66;8132269065,51;278921278039,14
09.04.2023;540624981054,40;222807405771,53;80231907779,34;49048950235,22;7773685859,03;275218589061,54
16.04.2023;586533594112,30;251947818921,27;80968222315,81;51964147434,44;9436252945,28;291458818694,16
23.04.2023;538344959862,20;225676833998,66;81433148486,53;51749062353,51;8565957203,78;268115758523,16
30.04.2023;566182944390,84;229809368542,85;81735040519,12;50204467786,13;9111830487,67;269580041679,36
07.05.2023;559709347841,36;228668803295,74;82226942196,19;50305557418,23;8662179591,55;257478816376,91
14.05.2023;518968547220,15;215983040759,05;82846568348,01;48486400529,64;8252895764,98;246025831997,69
21.05.2023;525529767793,62;218913018649,76;82948551349,67;48426754955,96;8032279365,75;248269214559,17
28.05.2023;520912514449,65;220202015390,32;83168054884,32;47938681131,88;8095533021,11;245802420210,34
04.06.2023;525043474759,34;227535738303,20;83167744894,27;47803920578,82;8398844103,41;251488896374,67
11.06.2023;501531532346,66;210702607185,14;83396573554,47;37262901556,02;6235429159,71;214725043881,90
18.06.2023;514438080876,27;207630797260,71;83543401787,73;38121105734,63;6249908727,84;219240554579,08
25.06.2023;592914202067,97;225465017909,51;83240900151,74;36880384564,06;6657061888,01;237556776137,44
02.07.2023;593919902869,02;231355402180,79;83350667461,85;38617731089,85;7480816741,06;244811689567,34
09.07.2023;588386302769,82;224261596704,95;83378229922,03;36826502672,36;8793538070,38;237674256948,74
16.07.2023;588688760272,50;232186860311,81;83638697109,96;39133366992,27;11027938984,86;260095320766,83
23.07.2023;579011781251,38;224292930098,87;83805790864,52;37079737143,73;9908397094,68;257544511974,11
30.07.2023;570777847228,81;226054234665,26;83831303950,05;37322623522,19;10177846858,96;258761227480,80
06.08.2023;564871134074,40;220485713339,83;83820182250,89;37380522463,43;9168298628,26;245971283893,44
13.08.2023;572314536770,10;222158761589,38;83366510395,24;36966222009,87;10110797083,63;249492820448,93
20.08.2023;507902489124,10;200703288493,38;82838144743,46;33388300806,64;8913906808,73;222608781984,10
27.08.2023;506344524471,98;197908515869,41;82811866940,55;33288736495,75;8272341288,06;220014185479,15
03.09.2023;503799575059,65;196798554997,71;82901682430,00;32993907646,95;7967342850,41;218108657064,72
10.09.2023;504461348552,26;196584322818,26;82992946190,50;32957692204,18;7984825882,95;218605391141,04
17.09.2023;517748280581,97;196589322503,63;83065027653,28;33069547649,93;7871412204,49;221530897545,02
24.09.2023;518139804929,42;191623905873,73;83206758665,03;32396394278,61;8035147376,32;221329705976,54
01.10.2023;525875522318,54;200935947754,09;83260095938,15;33046306303,16;8834373543,35;224886840832,37
08.10.2023;545645259081,36;196560758534,53;83500048193,18;32673926884,98;9647341956,85;225071213752,95
15.10.2023;524102030360,87;187007807773,30;83529062839,91;31784400609,80;9159152924,45;216186657702,32
22.10.2023;584019984977,65;195948847306,66;84181185815,08;32513704451,18;12245080661,43;226863200750,88
29.10.2023;665656548615,56;213663634184,26;84557956914,14;34252961268,43;13267677498,62;244381249292,14
05.11.2023;685425049680,73;223385918567,24;85430312992,88;36020704252,85;17795445856,75;260958365194,85
12.11.2023;725589121192,45;246911725799,47;86668304904,32;38143057154,32;23640923685,15;293912838734,65
19.11.2023;715108559322,43;236077730418,47;87730704510,40;37161761285,19;24748165411,80;289903152628,57
26.11.2023;739041621565,36;250612513936,56;88754420853,43;35562651279,04;24909552668,06;300304709297,36
03.12.2023;772044524064,70;260417483993,80;89566800489,89;34782863622,41;27073588701,94;301184287812,82
10.12.2023;855565500560,54;281482967763,98;90367602258,70;36072569559,87;30785230077,32;334066771516,17
17.12.2023;826644310040,58;267678775505,24;90827201158,34;37066905729,53;31419170811,43;346048910119,00
24.12.2023;856152998776,97;277579548725,61;91242168989,31;41166333986,41;46048035372,99;364021325978,99
31.12.2023;825552768357,27;275452259924,90;91698266069,95;48096823112,34;43721535764,93;365935598913,40
07.01.2024;862003611939,41;269455154927,95;93395210465,59;46689615628,77;40478211652,44;339738864301,70
14.01.2024;839625082477,85;309827594268,34;95005278753,55;45844781625,13;41408952803,09;357982109863,89
21.01.2024;816916901452,14;296808097460,51;95004214750,54;47401247335,60;40082852039,37;345838667327,51
28.01.2024;826120164361,46;272592097858,73;96048191584,48;45727831936,91;40816872228,03;341645267731,28
04.02.2024;843451617252,10;275951229578,09;96214400776,55;44821440121,40;42686938472,85;343882131371,07
11.02.2024;937431367058,37;300565713106,84;96252271240,09;48318668741,40;47686155691,74;365659941933,59
18.02.2024;1014161256671,41;334865312939,13;97630905480,55;52776167194,27;48019845083,59;392414101716,95
25.02.2024;1012573552189,29;359552435835,36;97904752652,88;57083221436,13;45931122943,36;405886618288,15
03.03.2024;1218483195345,69;411220376778,15;99242606118,26;61458416874,66;57475609041,67;497568090446,99
10.03.2024;1345375745456,66;470057648001,57;101800311676,21;73208183490,36;64090013435,68;549989584476,98
17.03.2024;1282730260164,32;422717711013,56;103231120604,18;86208672198,01;80736939720,98;506711552123,92
24.03.2024;1258936642568,90;400130080176,40;104056999158,06;82524783017,96;76778649086,27;520797703291,22
31.03.2024;1369891367175,56;421228933238,23;104573735066,74;89881380444,08;86385306684,01;558644667539,51
07.04.2024;1355740378744,68;402681245252,17;106843758492,43;87626728045,22;79591786838,55;533513465877,97
14.04.2024;1260103496279,76;361658941041,06;107508694384,33;82886811904,65;62194213684,10;420676929784,04
21.04.2024;1279386608532,56;379140095330,45;109762808845,42;85370711938,58;67547638849,70;470081970175,24
28.04.2024;1248755912442,22;390638423086,43;110479725229,39;87916234846,75;63181411051,50;456095402389,87
05.05.2024;1258445234535,39;374403532273,89;110780763339,79;86466189114,24;65371502055,95;455637521065,25
12.05.2024;1197795931273,46;349724334776,36;110812701426,43;87391115786,72;65168287544,96;439676499124,39
19.05.2024;1318554721476,01;375175248425,93;111357413279,18;85672016391,62;77450976812,84;461086178222,18
26.05.2024;1365048031677,83;450410303833,76;111926691508,20;88883203131,90;75691911083,58;481227181788,33
02.06.2024;1334392826924,55;458139596919,01;112066526486,05;88743042879,46;76322640521,18;464527222680,18
09.06.2024;1365834288838,82;442261598379,40;112433252830,30;100736967771,41;72752826540,37;439174994905,27
16.06.2024;1304756060707,69;428564510892,34;112496655067,09;89702877955,05;67138286746,45;416982504053,74
